2024-02-22 15:22:43 | INFO | model_worker | Loading the model ['chatglm3-6b'] on worker 6f09c926 ...
2024-02-22 15:36:55 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 15. worker_id: 6f09c926. 
2024-02-22 15:37:40 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 15. worker_id: 6f09c926. 
2024-02-22 15:38:25 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 15. worker_id: 6f09c926. 
2024-02-22 15:39:10 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 15. worker_id: 6f09c926. 
2024-02-22 15:39:55 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 15. worker_id: 6f09c926. 
2024-02-22 15:40:40 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 15. worker_id: 6f09c926. 
2024-02-22 15:41:25 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 15. worker_id: 6f09c926. 
2024-02-22 15:42:10 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 15. worker_id: 6f09c926. 
2024-02-22 15:42:55 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 15. worker_id: 6f09c926. 
2024-02-22 15:43:40 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 15. worker_id: 6f09c926. 
2024-02-22 15:44:25 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 15. worker_id: 6f09c926. 
2024-02-22 15:45:10 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 15. worker_id: 6f09c926. 
2024-02-22 15:45:55 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 15. worker_id: 6f09c926. 
2024-02-22 15:46:40 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 15. worker_id: 6f09c926. 
2024-02-22 15:47:25 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 15. worker_id: 6f09c926. 
2024-02-22 15:48:10 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 15. worker_id: 6f09c926. 
2024-02-22 15:48:55 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 15. worker_id: 6f09c926. 
2024-02-22 15:49:40 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 15. worker_id: 6f09c926. 
