2024-02-22 09:09:09 | INFO | model_worker | Loading the model ['chatglm3-6b'] on worker f169d9fa ...
2024-02-22 09:13:42 | INFO | stdout | INFO:     127.0.0.1:49540 - "POST /model_details HTTP/1.1" 200 OK
2024-02-22 09:13:42 | INFO | stdout | INFO:     127.0.0.1:49548 - "POST /count_token HTTP/1.1" 200 OK
2024-02-22 09:13:42 | INFO | stdout | INFO:     127.0.0.1:49562 - "POST /worker_generate_stream HTTP/1.1" 200 OK
2024-02-22 09:13:45 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 6. worker_id: f169d9fa. 
2024-02-22 09:13:48 | INFO | stdout | INFO:     127.0.0.1:60948 - "POST /model_details HTTP/1.1" 200 OK
2024-02-22 09:13:48 | INFO | stdout | INFO:     127.0.0.1:60954 - "POST /count_token HTTP/1.1" 200 OK
2024-02-22 09:13:48 | INFO | stdout | INFO:     127.0.0.1:60966 - "POST /worker_generate_stream HTTP/1.1" 200 OK
2024-02-22 09:14:30 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:15:15 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:16:00 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:16:45 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:17:31 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:18:16 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:19:01 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:19:46 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:20:31 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:21:16 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:22:01 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:22:46 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:23:31 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:24:16 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:25:01 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:25:46 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:26:31 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:27:16 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:28:01 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:28:46 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:29:31 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:30:16 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:31:01 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:31:46 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:32:32 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:33:17 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:34:02 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:34:47 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:35:32 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:36:17 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:37:02 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:37:47 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:38:32 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:39:17 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:40:02 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:40:47 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:41:32 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:42:17 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:43:02 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:43:47 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:44:32 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:45:17 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:46:02 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:46:47 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:47:33 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:48:18 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:49:03 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:49:48 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:50:33 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:51:18 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:52:03 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:52:48 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:53:33 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:54:18 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:55:03 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:55:48 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:56:33 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:57:18 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:58:03 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:58:48 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 09:59:33 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 10:00:18 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 10:01:03 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 10:01:48 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 10:02:33 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 10:03:18 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 10:04:04 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 10:04:49 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 10:05:34 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 10:06:19 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 10:07:04 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 10:07:49 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 10:08:34 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 10:09:19 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 10:10:04 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 10:10:49 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 10:11:34 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 10:12:19 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 10:13:04 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 10:13:49 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 10:14:34 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 10:15:19 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 10:16:04 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 10:16:49 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 10:17:34 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 10:18:19 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 10:19:04 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 10:19:49 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 10:20:35 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 10:21:20 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 7. worker_id: f169d9fa. 
2024-02-22 10:21:44 | INFO | stdout | INFO:     127.0.0.1:59480 - "POST /model_details HTTP/1.1" 200 OK
2024-02-22 10:21:44 | INFO | stdout | INFO:     127.0.0.1:59496 - "POST /count_token HTTP/1.1" 200 OK
2024-02-22 10:21:44 | INFO | stdout | INFO:     127.0.0.1:59508 - "POST /worker_generate_stream HTTP/1.1" 200 OK
2024-02-22 10:22:05 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: f169d9fa. 
2024-02-22 10:22:50 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: f169d9fa. 
2024-02-22 10:23:35 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: f169d9fa. 
2024-02-22 10:24:20 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: f169d9fa. 
2024-02-22 10:25:05 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: f169d9fa. 
2024-02-22 10:25:50 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: f169d9fa. 
2024-02-22 10:26:35 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: f169d9fa. 
2024-02-22 10:27:20 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: f169d9fa. 
2024-02-22 10:28:05 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: f169d9fa. 
2024-02-22 10:28:50 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: f169d9fa. 
2024-02-22 10:29:35 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: f169d9fa. 
2024-02-22 10:30:20 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: f169d9fa. 
2024-02-22 10:31:05 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: f169d9fa. 
2024-02-22 10:31:50 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: f169d9fa. 
2024-02-22 10:32:35 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: f169d9fa. 
2024-02-22 10:33:20 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: f169d9fa. 
2024-02-22 10:34:05 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: f169d9fa. 
2024-02-22 10:34:50 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: f169d9fa. 
2024-02-22 10:35:35 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: f169d9fa. 
2024-02-22 10:36:20 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: f169d9fa. 
2024-02-22 10:37:05 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: f169d9fa. 
2024-02-22 10:37:50 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: f169d9fa. 
2024-02-22 10:38:36 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: f169d9fa. 
2024-02-22 10:39:21 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: f169d9fa. 
2024-02-22 10:40:06 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: f169d9fa. 
2024-02-22 10:40:51 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: f169d9fa. 
2024-02-22 10:41:36 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: f169d9fa. 
2024-02-22 10:42:21 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: f169d9fa. 
2024-02-22 10:43:06 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: f169d9fa. 
2024-02-22 10:43:41 | INFO | stdout | INFO:     127.0.0.1:33604 - "POST /model_details HTTP/1.1" 200 OK
2024-02-22 10:43:41 | INFO | stdout | INFO:     127.0.0.1:33610 - "POST /count_token HTTP/1.1" 200 OK
2024-02-22 10:43:41 | INFO | stdout | INFO:     127.0.0.1:33626 - "POST /worker_generate_stream HTTP/1.1" 200 OK
2024-02-22 10:43:51 | INFO | model_worker | Send heart beat. Models: ['chatglm3-6b']. Semaphore: Semaphore(value=5, locked=False). call_ct: 9. worker_id: f169d9fa. 
2024-02-22 10:44:01 | INFO | stdout | INFO:     127.0.0.1:34818 - "POST /model_details HTTP/1.1" 200 OK
2024-02-22 10:44:01 | INFO | stdout | INFO:     127.0.0.1:34828 - "POST /count_token HTTP/1.1" 200 OK
2024-02-22 10:44:01 | INFO | stdout | INFO:     127.0.0.1:34842 - "POST /worker_generate_stream HTTP/1.1" 200 OK
